artist,album,price,format,qty,orderdate,store.id
ZZ Top,Eliminator,9.98,cass,6,2019-01-11,X002
The Rolling Stones,Sticky Fingers,7.98,cass,5,2019-01-11,X002
Aerosmith,Toys in the Attic,7.98,cass,3,2019-01-11,X002
Journey,Escape,8.98,cass,4,2019-01-11,X002
Lynyrd Skynyrd,Second Helping,7.98,cass,4,2019-09-15,X018
Foreigner,4,8.98,lp,2,2019-09-15,X018
Van Halen,1984,9.98,cass,2,2019-09-15,X018
The Doors,The Doors,7.98,cass,5,2019-09-15,X018
Lynyrd Skynyrd,Second Helping,7.98,cass,1,2019-09-15,X018
Led Zeppelin,IV (untitled),7.98,cass,4,2019-09-15,X018
Def Leppard,Hysteria,9.98,lp,0,2019-09-15,X018
Journey,Escape,8.98,cass,1,2019-09-15,X018
The Rolling Stones,Sticky Fingers,7.98,lp,6,2019-09-15,X018
Led Zeppelin,IV (untitled),7.98,lp,2,2019-02-16,X006
Boston,Boston,8.98,cass,3,2019-02-16,X006
The Doors,The Doors,7.98,cass,5,2019-09-12,X017
Queen,Night at the Opera,7.98,cass,3,2019-09-12,X017
Led Zeppelin,IV (untitled),7.98,cass,6,2019-09-12,X017
The Cars,The Cars,8.98,lp,2,2019-09-12,X017
Aerosmith,Toys in the Attic,7.98,cass,2,2019-09-12,X017
Aerosmith,Toys in the Attic,7.98,lp,5,2019-09-12,X017
Queen,Night at the Opera,7.98,cass,2,2019-09-12,X017
Van Halen,1984,9.98,cass,1,2019-09-12,X017
Pink Floyd,The Wall,14.98,lp,1,2019-09-12,X017
Def Leppard,Hysteria,9.98,cass,2,2019-09-12,X017
Fleetwood Mac,Rumours,8.98,cass,3,2019-09-12,X017
ZZ Top,Eliminator,9.98,lp,7,2019-06-25,X042
Foreigner,4,8.98,cass,5,2019-06-25,X042
Bad Company,Bad Company,7.98,lp,2,2019-06-25,X042
Rush,Moving Pictures,8.98,cass,11,2019-06-25,X042
Bad Company,Bad Company,7.98,cass,10,2019-06-25,X042
Led Zeppelin,IV (untitled),7.98,cass,4,2019-07-18,X019
The Beatles,Abbey Road,7.98,lp,4,2019-07-18,X019
The Cars,The Cars,8.98,cass,6,2019-07-18,X019
U2,War,9.98,lp,4,2019-07-18,X019
ZZ Top,Eliminator,9.98,cass,4,2019-07-18,X019
Eagles,Hotel California,8.98,cass,4,2019-07-18,X019
The Rolling Stones,Sticky Fingers,7.98,cass,1,2019-08-16,X033
AC/DC,Back in Black,8.98,cass,1,2019-08-16,X033
The Beatles,Abbey Road,7.98,cass,5,2019-08-16,X033
AC/DC,Back in Black,8.98,cass,2,2019-08-16,X033
The Who,Who's Next,7.98,cass,6,2019-08-16,X033
Journey,Escape,8.98,lp,1,2019-08-16,X033
Def Leppard,Hysteria,9.98,cass,6,2019-02-18,X001
Pink Floyd,The Wall,14.98,lp,5,2019-03-09,X041
Van Halen,1984,9.98,lp,1,2019-03-09,X041
Led Zeppelin,IV (untitled),7.98,cass,4,2019-03-09,X041
Eagles,Hotel California,8.98,cass,7,2019-03-09,X041
The Rolling Stones,Sticky Fingers,7.98,lp,4,2019-03-09,X041
The Rolling Stones,Sticky Fingers,7.98,lp,6,2019-03-09,X041
The Rolling Stones,Sticky Fingers,7.98,cass,10,2019-03-09,X041
Van Halen,1984,9.98,cass,3,2019-03-09,X041
Van Halen,1984,9.98,cass,4,2019-03-09,X041
Van Halen,1984,9.98,lp,2,2019-03-09,X041
Led Zeppelin,IV (untitled),7.98,cass,5,2019-03-09,X041
Pink Floyd,The Wall,14.98,cass,5,2019-01-27,X004
Aerosmith,Toys in the Attic,7.98,lp,0,2019-02-17,X014
Eagles,Hotel California,8.98,cass,6,2019-02-17,X014
Pink Floyd,The Wall,14.98,cass,2,2019-02-17,X014
Queen,Night at the Opera,7.98,lp,3,2019-02-17,X014
ZZ Top,Eliminator,9.98,lp,5,2019-01-07,X024
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,2,2019-01-07,X024
Heart,Dreamboat Annie,7.98,lp,3,2019-01-07,X024
Aerosmith,Toys in the Attic,7.98,cass,4,2019-01-07,X024
Steve Miller Band,Fly Like an Eagle,8.98,cass,3,2019-01-07,X024
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,2,2019-01-07,X024
Lynyrd Skynyrd,Second Helping,7.98,cass,4,2019-10-08,X002
AC/DC,Back in Black,8.98,cass,0,2019-10-08,X002
Steve Miller Band,Fly Like an Eagle,8.98,cass,3,2019-10-08,X002
Van Halen,1984,9.98,lp,3,2019-10-08,X002
Led Zeppelin,IV (untitled),7.98,cass,4,2019-10-08,X002
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,4,2019-10-08,X002
Aerosmith,Toys in the Attic,7.98,lp,2,2019-10-08,X002
The Rolling Stones,Sticky Fingers,7.98,cass,6,2019-10-08,X002
Eagles,Hotel California,8.98,cass,3,2019-10-21,X023
Eagles,Hotel California,8.98,lp,5,2019-10-21,X023
Bad Company,Bad Company,7.98,lp,3,2019-10-21,X023
The Beatles,Abbey Road,7.98,cass,2,2019-10-21,X023
Aerosmith,Toys in the Attic,7.98,lp,3,2019-10-21,X023
Pink Floyd,The Wall,14.98,lp,4,2019-10-21,X023
Pink Floyd,The Wall,14.98,cass,5,2019-01-17,X013
Van Halen,1984,9.98,cass,4,2019-01-17,X013
Eagles,Hotel California,8.98,cass,3,2019-01-17,X013
Led Zeppelin,IV (untitled),7.98,cass,3,2019-01-17,X013
Boston,Boston,8.98,cass,1,2019-07-03,X016
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,7,2019-07-03,X016
Van Halen,1984,9.98,cass,5,2019-07-03,X016
Fleetwood Mac,Rumours,8.98,cass,5,2019-07-03,X016
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,1,2019-11-19,X004
Aerosmith,Toys in the Attic,7.98,cass,3,2019-11-19,X004
Led Zeppelin,IV (untitled),7.98,cass,1,2019-11-19,X004
Led Zeppelin,IV (untitled),7.98,cass,4,2019-11-19,X004
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,4,2019-11-19,X004
The Who,Who's Next,7.98,cass,5,2019-11-19,X004
Bad Company,Bad Company,7.98,cass,6,2019-01-12,X041
Foreigner,4,8.98,cass,9,2019-09-29,X036
Queen,Night at the Opera,7.98,lp,6,2019-09-29,X036
The Who,Who's Next,7.98,cass,2,2019-09-29,X036
Boston,Boston,8.98,lp,0,2019-09-29,X036
Eagles,Hotel California,8.98,cass,7,2019-09-29,X036
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,6,2019-09-29,X036
Aerosmith,Toys in the Attic,7.98,cass,2,2019-09-29,X036
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,6,2019-09-29,X036
Led Zeppelin,IV (untitled),7.98,lp,6,2019-01-10,X010
The Who,Who's Next,7.98,cass,6,2019-01-10,X010
AC/DC,Back in Black,8.98,lp,4,2019-01-10,X010
Led Zeppelin,IV (untitled),7.98,cass,3,2019-01-10,X010
AC/DC,Back in Black,8.98,cass,1,2019-12-23,X044
AC/DC,Back in Black,8.98,cass,6,2019-12-23,X044
The Rolling Stones,Sticky Fingers,7.98,cass,2,2019-12-23,X044
ZZ Top,Eliminator,9.98,lp,7,2019-12-23,X044
Van Halen,1984,9.98,lp,7,2019-12-23,X044
The Rolling Stones,Sticky Fingers,7.98,cass,5,2019-12-23,X044
ZZ Top,Eliminator,9.98,lp,7,2019-12-23,X044
Van Halen,1984,9.98,cass,7,2019-11-15,X008
Foreigner,4,8.98,lp,2,2019-11-15,X008
Bad Company,Bad Company,7.98,lp,7,2019-11-15,X008
Fleetwood Mac,Rumours,8.98,lp,6,2019-11-15,X008
Steve Miller Band,Fly Like an Eagle,8.98,cass,2,2019-10-14,X044
Van Halen,1984,9.98,cass,5,2019-10-14,X044
Steve Miller Band,Fly Like an Eagle,8.98,cass,1,2019-10-14,X044
Fleetwood Mac,Rumours,8.98,cass,3,2019-10-14,X044
The Cars,The Cars,8.98,lp,4,2019-10-14,X044
Fleetwood Mac,Rumours,8.98,cass,0,2019-10-14,X044
Pink Floyd,The Wall,14.98,cass,7,2019-10-14,X044
The Who,Who's Next,7.98,cass,5,2019-03-08,X038
Aerosmith,Toys in the Attic,7.98,cass,4,2019-03-08,X038
Bad Company,Bad Company,7.98,cass,3,2019-03-08,X038
Bad Company,Bad Company,7.98,cass,3,2019-03-08,X038
Journey,Escape,8.98,cass,8,2019-03-08,X038
Van Halen,1984,9.98,cass,0,2019-03-08,X038
Led Zeppelin,IV (untitled),7.98,cass,2,2019-03-08,X038
Led Zeppelin,IV (untitled),7.98,cass,2,2019-05-07,X035
Led Zeppelin,IV (untitled),7.98,lp,3,2019-05-07,X035
Led Zeppelin,IV (untitled),7.98,lp,3,2019-05-07,X035
Aerosmith,Toys in the Attic,7.98,lp,4,2019-05-07,X035
Heart,Dreamboat Annie,7.98,lp,1,2019-05-07,X035
The Cars,The Cars,8.98,cass,4,2019-02-10,X011
Eagles,Hotel California,8.98,cass,5,2019-02-10,X011
Led Zeppelin,IV (untitled),7.98,cass,2,2019-02-10,X011
The Who,Who's Next,7.98,lp,2,2019-09-05,X036
Fleetwood Mac,Rumours,8.98,cass,4,2019-09-05,X036
The Rolling Stones,Sticky Fingers,7.98,lp,4,2019-09-05,X036
ZZ Top,Eliminator,9.98,cass,2,2019-09-05,X036
Journey,Escape,8.98,cass,2,2019-09-05,X036
Fleetwood Mac,Rumours,8.98,cass,5,2019-09-05,X036
Journey,Escape,8.98,lp,4,2019-09-05,X036
Rush,Moving Pictures,8.98,lp,2,2019-09-05,X036
Def Leppard,Hysteria,9.98,cass,3,2019-09-05,X036
Led Zeppelin,IV (untitled),7.98,cass,4,2019-09-05,X036
The Rolling Stones,Sticky Fingers,7.98,cass,5,2019-09-05,X036
ZZ Top,Eliminator,9.98,cass,3,2019-09-05,X036
Led Zeppelin,IV (untitled),7.98,cass,6,2019-09-05,X036
Led Zeppelin,IV (untitled),7.98,cass,5,2019-07-10,X043
Foreigner,4,8.98,lp,6,2019-07-24,X032
The Who,Who's Next,7.98,lp,5,2019-07-24,X032
The Beatles,Abbey Road,7.98,cass,6,2019-07-24,X032
Rush,Moving Pictures,8.98,lp,4,2019-05-04,X033
Eagles,Hotel California,8.98,cass,4,2019-05-04,X033
Pink Floyd,The Wall,14.98,lp,4,2019-05-04,X033
ZZ Top,Eliminator,9.98,lp,3,2019-05-04,X033
Def Leppard,Hysteria,9.98,lp,6,2019-05-04,X033
U2,War,9.98,lp,0,2019-05-04,X033
Steve Miller Band,Fly Like an Eagle,8.98,cass,6,2019-08-07,X004
Foreigner,4,8.98,cass,4,2019-12-27,X035
The Beatles,Abbey Road,7.98,cass,5,2019-12-27,X035
Fleetwood Mac,Rumours,8.98,cass,4,2019-12-27,X035
Led Zeppelin,IV (untitled),7.98,cass,2,2019-07-06,X024
The Rolling Stones,Sticky Fingers,7.98,lp,4,2019-07-06,X024
Led Zeppelin,IV (untitled),7.98,cass,4,2019-07-06,X024
The Rolling Stones,Sticky Fingers,7.98,lp,3,2019-07-06,X024
AC/DC,Back in Black,8.98,cass,0,2019-07-06,X024
Bad Company,Bad Company,7.98,lp,3,2019-07-06,X024
Led Zeppelin,IV (untitled),7.98,cass,5,2019-07-06,X024
Led Zeppelin,IV (untitled),7.98,lp,1,2019-07-06,X024
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,8,2019-07-06,X024
The Cars,The Cars,8.98,cass,1,2019-08-13,X037
Journey,Escape,8.98,cass,5,2019-08-13,X037
Rush,Moving Pictures,8.98,lp,0,2019-08-13,X037
Van Halen,1984,9.98,cass,1,2019-08-13,X037
Foreigner,4,8.98,cass,8,2019-08-13,X037
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,5,2019-08-13,X037
Eagles,Hotel California,8.98,cass,5,2019-08-13,X037
The Cars,The Cars,8.98,lp,5,2019-02-25,X015
ZZ Top,Eliminator,9.98,cass,6,2019-02-25,X015
Aerosmith,Toys in the Attic,7.98,cass,2,2019-02-25,X015
Heart,Dreamboat Annie,7.98,cass,3,2019-02-25,X015
Foreigner,4,8.98,lp,1,2019-12-26,X042
AC/DC,Back in Black,8.98,cass,3,2019-12-26,X042
Aerosmith,Toys in the Attic,7.98,cass,2,2019-12-26,X042
The Cars,The Cars,8.98,cass,6,2019-12-26,X042
Foreigner,4,8.98,lp,3,2019-12-26,X042
Rush,Moving Pictures,8.98,cass,5,2019-12-26,X042
The Who,Who's Next,7.98,cass,2,2019-12-26,X042
Bad Company,Bad Company,7.98,lp,7,2019-07-06,X003
The Cars,The Cars,8.98,cass,4,2019-07-06,X003
ZZ Top,Eliminator,9.98,lp,4,2019-07-06,X003
Rush,Moving Pictures,8.98,lp,3,2019-07-06,X003
Foreigner,4,8.98,cass,4,2019-07-06,X003
Van Halen,1984,9.98,lp,1,2019-07-06,X003
Eagles,Hotel California,8.98,lp,5,2019-07-06,X003
Pink Floyd,The Wall,14.98,cass,5,2019-07-06,X003
Journey,Escape,8.98,cass,4,2019-03-10,X015
AC/DC,Back in Black,8.98,lp,6,2019-03-10,X015
Aerosmith,Toys in the Attic,7.98,cass,1,2019-03-10,X015
Bad Company,Bad Company,7.98,lp,3,2019-11-07,X027
The Rolling Stones,Sticky Fingers,7.98,cass,5,2019-11-07,X027
Van Halen,1984,9.98,cass,6,2019-11-07,X027
Fleetwood Mac,Rumours,8.98,lp,3,2019-11-07,X027
The Rolling Stones,Sticky Fingers,7.98,cass,4,2019-11-07,X027
Pink Floyd,The Wall,14.98,cass,5,2019-11-07,X027
Pink Floyd,The Wall,14.98,cass,5,2019-11-07,X027
Pink Floyd,The Wall,14.98,cass,5,2019-02-10,X031
Pink Floyd,The Wall,14.98,lp,2,2019-02-10,X031
Rush,Moving Pictures,8.98,lp,7,2019-02-10,X031
Bad Company,Bad Company,7.98,lp,4,2019-12-27,X039
Eagles,Hotel California,8.98,lp,3,2019-12-27,X039
Lynyrd Skynyrd,Second Helping,7.98,lp,8,2019-12-27,X039
The Rolling Stones,Sticky Fingers,7.98,lp,6,2019-12-27,X039
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,1,2019-05-27,X038
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,3,2019-05-27,X038
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,2,2019-05-27,X038
Heart,Dreamboat Annie,7.98,cass,5,2019-02-12,X012
Foreigner,4,8.98,cass,2,2019-02-12,X012
Def Leppard,Hysteria,9.98,cass,1,2019-01-22,X028
Led Zeppelin,IV (untitled),7.98,cass,4,2019-01-22,X028
The Rolling Stones,Sticky Fingers,7.98,cass,3,2019-09-06,X035
Journey,Escape,8.98,lp,5,2019-09-06,X035
Eagles,Hotel California,8.98,cass,5,2019-09-06,X035
Bad Company,Bad Company,7.98,cass,3,2019-06-25,X013
Pink Floyd,The Wall,14.98,cass,3,2019-06-25,X013
ZZ Top,Eliminator,9.98,lp,3,2019-06-25,X013
Heart,Dreamboat Annie,7.98,cass,2,2019-06-25,X013
Rush,Moving Pictures,8.98,cass,6,2019-06-25,X013
Van Halen,1984,9.98,cass,6,2019-06-25,X013
Fleetwood Mac,Rumours,8.98,lp,4,2019-03-09,X029
The Beatles,Abbey Road,7.98,cass,1,2019-03-09,X029
Journey,Escape,8.98,lp,10,2019-03-09,X029
Journey,Escape,8.98,cass,2,2019-03-09,X029
Fleetwood Mac,Rumours,8.98,lp,5,2019-03-09,X029
Rush,Moving Pictures,8.98,cass,9,2019-06-05,X040
Pink Floyd,The Wall,14.98,lp,1,2019-06-05,X040
Steve Miller Band,Fly Like an Eagle,8.98,cass,10,2019-06-05,X040
Van Halen,1984,9.98,cass,5,2019-09-27,X025
Heart,Dreamboat Annie,7.98,cass,7,2019-09-27,X025
Fleetwood Mac,Rumours,8.98,cass,3,2019-09-27,X025
AC/DC,Back in Black,8.98,cass,6,2019-09-11,X014
Led Zeppelin,IV (untitled),7.98,cass,3,2019-09-11,X014
Foreigner,4,8.98,cass,3,2019-09-11,X014
Eagles,Hotel California,8.98,lp,3,2019-09-11,X014
Eagles,Hotel California,8.98,lp,8,2019-09-11,X014
Rush,Moving Pictures,8.98,cass,5,2019-09-11,X014
The Rolling Stones,Sticky Fingers,7.98,cass,4,2019-09-11,X014
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,7,2019-09-11,X014
Journey,Escape,8.98,cass,4,2019-11-27,X039
Lynyrd Skynyrd,Second Helping,7.98,cass,5,2019-11-27,X039
The Beatles,Abbey Road,7.98,cass,6,2019-11-27,X039
Heart,Dreamboat Annie,7.98,cass,3,2019-11-27,X039
Aerosmith,Toys in the Attic,7.98,cass,3,2019-11-27,X039
Pink Floyd,The Wall,14.98,cass,1,2019-04-30,X036
Queen,Night at the Opera,7.98,lp,3,2019-04-30,X036
The Cars,The Cars,8.98,cass,3,2019-04-30,X036
AC/DC,Back in Black,8.98,cass,6,2019-04-30,X036
Bad Company,Bad Company,7.98,cass,5,2019-04-30,X036
Bad Company,Bad Company,7.98,cass,2,2019-04-30,X036
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,1,2019-04-30,X036
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,5,2019-04-30,X036
Lynyrd Skynyrd,Second Helping,7.98,cass,4,2019-04-30,X036
Led Zeppelin,IV (untitled),7.98,cass,2,2019-05-19,X044
Fleetwood Mac,Rumours,8.98,cass,2,2019-05-19,X044
AC/DC,Back in Black,8.98,cass,4,2019-05-19,X044
Foreigner,4,8.98,lp,6,2019-05-19,X044
Foreigner,4,8.98,cass,4,2019-05-19,X044
The Cars,The Cars,8.98,lp,7,2019-05-19,X044
Fleetwood Mac,Rumours,8.98,cass,6,2019-08-21,X040
Lynyrd Skynyrd,Second Helping,7.98,cass,2,2019-08-21,X040
The Doors,The Doors,7.98,cass,4,2019-08-21,X040
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,6,2019-08-21,X040
AC/DC,Back in Black,8.98,lp,5,2019-06-12,X006
Heart,Dreamboat Annie,7.98,cass,0,2019-06-12,X006
Boston,Boston,8.98,cass,5,2019-10-30,X011
Led Zeppelin,IV (untitled),7.98,cass,1,2019-10-30,X011
Eagles,Hotel California,8.98,cass,2,2019-10-30,X011
Eagles,Hotel California,8.98,lp,5,2019-10-30,X011
The Beatles,Abbey Road,7.98,cass,5,2019-10-30,X011
Eagles,Hotel California,8.98,cass,5,2019-10-30,X011
Boston,Boston,8.98,cass,2,2019-10-30,X011
The Doors,The Doors,7.98,cass,4,2019-10-30,X011
Pink Floyd,The Wall,14.98,lp,3,2019-10-30,X011
Fleetwood Mac,Rumours,8.98,lp,3,2019-07-22,X029
Led Zeppelin,IV (untitled),7.98,cass,4,2019-07-22,X029
AC/DC,Back in Black,8.98,cass,6,2019-07-22,X029
Bad Company,Bad Company,7.98,cass,4,2019-07-22,X029
Bad Company,Bad Company,7.98,lp,3,2019-08-03,X033
Foreigner,4,8.98,lp,5,2019-08-03,X033
Heart,Dreamboat Annie,7.98,cass,7,2019-08-03,X033
Pink Floyd,The Wall,14.98,cass,2,2019-08-03,X033
Van Halen,1984,9.98,cass,2,2019-08-03,X033
The Rolling Stones,Sticky Fingers,7.98,lp,2,2019-06-04,X044
Foreigner,4,8.98,cass,2,2019-06-04,X044
Bad Company,Bad Company,7.98,lp,5,2019-06-04,X044
Led Zeppelin,IV (untitled),7.98,cass,1,2019-06-04,X044
ZZ Top,Eliminator,9.98,cass,3,2019-06-04,X044
The Rolling Stones,Sticky Fingers,7.98,cass,3,2019-06-04,X044
AC/DC,Back in Black,8.98,cass,0,2019-06-04,X044
Journey,Escape,8.98,cass,5,2019-01-19,X022
Steve Miller Band,Fly Like an Eagle,8.98,lp,5,2019-01-19,X022
Van Halen,1984,9.98,cass,2,2019-01-19,X022
Fleetwood Mac,Rumours,8.98,cass,2,2019-01-19,X022
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,2,2019-01-19,X022
Boston,Boston,8.98,cass,6,2019-12-10,X024
Journey,Escape,8.98,lp,6,2019-12-10,X024
Led Zeppelin,IV (untitled),7.98,cass,8,2019-12-10,X024
The Rolling Stones,Sticky Fingers,7.98,cass,6,2019-12-10,X024
Queen,Night at the Opera,7.98,lp,4,2019-05-26,X017
Led Zeppelin,IV (untitled),7.98,cass,1,2019-05-26,X017
Led Zeppelin,IV (untitled),7.98,cass,5,2019-05-26,X017
Van Halen,1984,9.98,cass,2,2019-09-28,X010
Steve Miller Band,Fly Like an Eagle,8.98,cass,3,2019-09-28,X010
Journey,Escape,8.98,cass,3,2019-09-28,X010
Eagles,Hotel California,8.98,lp,8,2019-09-28,X010
The Doors,The Doors,7.98,cass,4,2019-09-28,X010
Bad Company,Bad Company,7.98,cass,2,2019-09-28,X010
Lynyrd Skynyrd,Second Helping,7.98,cass,6,2019-07-27,X020
ZZ Top,Eliminator,9.98,lp,5,2019-07-27,X020
Boston,Boston,8.98,lp,3,2019-07-27,X020
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,1,2019-02-21,X004
The Who,Who's Next,7.98,cass,3,2019-02-21,X004
Bad Company,Bad Company,7.98,cass,3,2019-12-01,X038
Foreigner,4,8.98,cass,6,2019-12-01,X038
Pink Floyd,The Wall,14.98,lp,5,2019-08-30,X041
Led Zeppelin,IV (untitled),7.98,cass,4,2019-08-30,X041
U2,War,9.98,cass,5,2019-08-30,X041
Eagles,Hotel California,8.98,cass,2,2019-08-30,X041
The Beatles,Abbey Road,7.98,cass,2,2019-08-30,X041
Pink Floyd,The Wall,14.98,lp,5,2019-08-30,X041
Led Zeppelin,IV (untitled),7.98,cass,5,2019-08-30,X041
Rush,Moving Pictures,8.98,lp,5,2019-08-30,X041
Foreigner,4,8.98,lp,7,2019-06-25,X024
Van Halen,1984,9.98,cass,9,2019-06-25,X024
Fleetwood Mac,Rumours,8.98,cass,5,2019-06-25,X024
ZZ Top,Eliminator,9.98,lp,4,2019-06-25,X024
Van Halen,1984,9.98,cass,5,2019-08-31,X027
ZZ Top,Eliminator,9.98,cass,5,2019-08-31,X027
AC/DC,Back in Black,8.98,cass,6,2019-08-31,X027
Boston,Boston,8.98,cass,4,2019-08-31,X027
Journey,Escape,8.98,cass,5,2019-07-21,X008
The Who,Who's Next,7.98,lp,2,2019-07-21,X008
Steve Miller Band,Fly Like an Eagle,8.98,cass,4,2019-05-10,X006
The Rolling Stones,Sticky Fingers,7.98,cass,4,2019-05-10,X006
Pink Floyd,The Wall,14.98,lp,5,2019-05-10,X006
Led Zeppelin,IV (untitled),7.98,cass,3,2019-05-10,X006
The Doors,The Doors,7.98,cass,1,2019-08-31,X013
Lynyrd Skynyrd,Second Helping,7.98,lp,3,2019-08-31,X013
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,5,2019-08-31,X013
Pink Floyd,The Wall,14.98,cass,5,2019-08-31,X013
Journey,Escape,8.98,lp,9,2019-08-31,X013
Led Zeppelin,IV (untitled),7.98,lp,4,2019-08-31,X013
Van Halen,1984,9.98,cass,2,2019-08-31,X013
Foreigner,4,8.98,cass,3,2019-08-31,X013
Queen,Night at the Opera,7.98,cass,4,2019-01-27,X003
Pink Floyd,The Wall,14.98,cass,0,2019-01-27,X003
Boston,Boston,8.98,cass,1,2019-01-27,X003
Van Halen,1984,9.98,lp,1,2019-01-27,X003
The Who,Who's Next,7.98,lp,4,2019-07-31,X041
Van Halen,1984,9.98,lp,4,2019-07-31,X041
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,2,2019-07-31,X041
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,2,2019-07-31,X041
Aerosmith,Toys in the Attic,7.98,cass,2,2019-07-31,X041
Queen,Night at the Opera,7.98,cass,1,2019-06-25,X044
Van Halen,1984,9.98,lp,6,2019-06-25,X044
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,4,2019-06-25,X044
Rush,Moving Pictures,8.98,cass,7,2019-06-25,X044
Aerosmith,Toys in the Attic,7.98,lp,1,2019-06-25,X044
Van Halen,1984,9.98,cass,3,2019-06-25,X044
Led Zeppelin,IV (untitled),7.98,lp,4,2019-06-25,X044
Lynyrd Skynyrd,Second Helping,7.98,cass,6,2019-11-25,X004
Lynyrd Skynyrd,Second Helping,7.98,cass,2,2019-11-25,X004
Van Halen,1984,9.98,cass,4,2019-11-25,X004
The Who,Who's Next,7.98,lp,2,2019-11-25,X004
Bad Company,Bad Company,7.98,cass,1,2019-11-25,X004
Boston,Boston,8.98,cass,0,2019-11-25,X004
Def Leppard,Hysteria,9.98,lp,3,2019-11-25,X004
Led Zeppelin,IV (untitled),7.98,lp,3,2019-11-25,X004
Led Zeppelin,IV (untitled),7.98,lp,4,2019-11-25,X004
Pink Floyd,The Wall,14.98,cass,4,2019-11-25,X004
Fleetwood Mac,Rumours,8.98,cass,6,2019-12-23,X022
Queen,Night at the Opera,7.98,cass,5,2019-12-23,X022
Led Zeppelin,IV (untitled),7.98,cass,2,2019-12-23,X022
The Cars,The Cars,8.98,cass,1,2019-12-23,X022
The Beatles,Abbey Road,7.98,cass,5,2019-08-29,X038
Queen,Night at the Opera,7.98,cass,9,2019-08-29,X038
Boston,Boston,8.98,lp,1,2019-08-29,X038
Aerosmith,Toys in the Attic,7.98,cass,6,2019-08-26,X026
Rush,Moving Pictures,8.98,lp,7,2019-08-26,X026
Pink Floyd,The Wall,14.98,cass,3,2019-08-26,X026
U2,War,9.98,cass,4,2019-08-26,X026
Boston,Boston,8.98,cass,6,2019-08-26,X026
Aerosmith,Toys in the Attic,7.98,cass,3,2019-08-26,X026
Foreigner,4,8.98,lp,8,2019-11-10,X041
Van Halen,1984,9.98,cass,3,2019-11-10,X041
Journey,Escape,8.98,cass,3,2019-11-10,X041
Led Zeppelin,IV (untitled),7.98,cass,3,2019-08-30,X042
Pink Floyd,The Wall,14.98,lp,3,2019-08-30,X042
Lynyrd Skynyrd,Second Helping,7.98,lp,2,2019-08-30,X042
U2,War,9.98,lp,3,2019-08-30,X042
Boston,Boston,8.98,cass,4,2019-08-30,X042
U2,War,9.98,lp,5,2019-08-30,X042
Eagles,Hotel California,8.98,lp,1,2019-08-30,X042
Pink Floyd,The Wall,14.98,cass,2,2019-10-15,X044
AC/DC,Back in Black,8.98,cass,1,2019-10-15,X044
The Doors,The Doors,7.98,cass,4,2019-10-15,X044
Boston,Boston,8.98,cass,3,2019-10-15,X044
AC/DC,Back in Black,8.98,cass,4,2019-10-15,X044
Bad Company,Bad Company,7.98,lp,7,2019-10-15,X044
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,3,2019-11-11,X045
Van Halen,1984,9.98,lp,5,2019-11-11,X045
Led Zeppelin,IV (untitled),7.98,cass,1,2019-10-08,X036
Led Zeppelin,IV (untitled),7.98,cass,5,2019-10-08,X036
Boston,Boston,8.98,lp,5,2019-10-08,X036
Journey,Escape,8.98,lp,2,2019-10-08,X036
The Doors,The Doors,7.98,cass,7,2019-10-08,X036
Lynyrd Skynyrd,Second Helping,7.98,cass,4,2019-10-08,X036
The Rolling Stones,Sticky Fingers,7.98,lp,4,2019-10-08,X036
Led Zeppelin,IV (untitled),7.98,cass,1,2019-10-08,X036
Def Leppard,Hysteria,9.98,cass,3,2019-09-05,X016
Lynyrd Skynyrd,Second Helping,7.98,cass,3,2019-09-05,X016
Van Halen,1984,9.98,cass,3,2019-09-05,X016
Aerosmith,Toys in the Attic,7.98,cass,4,2019-09-05,X016
Led Zeppelin,IV (untitled),7.98,cass,5,2019-09-05,X016
Rush,Moving Pictures,8.98,cass,4,2019-09-05,X016
Van Halen,1984,9.98,lp,4,2019-06-14,X037
Boston,Boston,8.98,cass,4,2019-06-14,X037
